Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
711,Jesús Aguilar,33,OAK,AL,115,-3,-1,-1,-3,-2,-10,-1.0,4,-6,-0.6,.473,.494,-0.3,-0.5,-3,3/DH,,aguilje01
712,Everson Pereira,22,NYY,AL,103,-10,0,0,2,-1,-9,-0.9,4,-5,-0.6,.465,.494,-0.8,0.1,-7,7,,pereiev01
713,Avisaíl García,32,MIA,NL,118,-9,0,0,1,-1,-10,-1.0,4,-6,-0.6,.473,.494,-0.7,0.0,-7,97/HD8,,garciav01
714,Corey Dickerson*,34,WSN,NL,152,-5,-1,0,-3,-2,-11,-1.1,5,-6,-0.6,.478,.493,-0.3,-0.5,-3,7/HD9,,dickeco01
715,Josh Harrison,35,PHI,NL,114,-7,0,0,-4,0,-10,-1.0,4,-6,-0.6,.475,.494,-0.2,-0.4,-2,5H4/719D,,harrijo05
716,Korey Lee,24,CHW,AL,70,-10,0,0,0,1,-8,-0.9,2,-6,-0.6,.463,.495,-0.7,0.2,-6,2/DH,,leeko01
717,Darick Hall*,27,PHI,NL,56,-6,0,0,-1,-1,-8,-0.8,2,-6,-0.7,.454,.495,-0.6,-0.2,-5,3/H,,hallda02
718,Colton Cowser*,23,BAL,AL,77,-5,0,0,-4,0,-9,-0.9,3,-6,-0.7,.465,.494,-0.3,-0.5,-2,98/7H,,cowseco01
719,Trayce Thompson,32,2TM,2LG,179,-8,-1,0,-3,-1,-12,-1.3,6,-6,-0.7,.483,.496,-0.4,-0.4,-3,8H97/D,,thomptr01
720,Bryan De La Cruz,26,MIA,NL,626,-10,0,-3,-8,-5,-26,-2.7,21,-5,-0.7,.483,.483,0.2,-1.4,3,*79/8HD,,delacbr01
721,Rowdy Tellez*,28,MIL,NL,351,-9,-2,-1,0,-6,-18,-1.8,12,-6,-0.7,.483,.489,-0.7,-0.6,-6,3DH/1,,tellero01
722,Yuli Gurriel,39,MIA,NL,329,-12,1,-1,-1,-4,-17,-1.8,11,-6,-0.7,.484,.489,-0.6,-0.6,-5,3H/D,,gourryu01
723,Alec Burleson*,24,STL,NL,347,-7,0,-1,-4,-5,-17,-1.8,12,-6,-0.7,.484,.489,-0.3,-0.9,-2,7DH39/1,,burleal01
724,David Hensley,27,HOU,AL,94,-9,0,0,0,-1,-10,-1.0,3,-7,-0.7,.466,.494,-0.7,-0.1,-7,D/4H375,,henslda01
725,Brett Baty*,23,NYM,NL,389,-15,-1,0,-5,2,-19,-2.0,13,-6,-0.7,.482,.488,-0.2,-0.3,-1,5/HD7,,batybr01
726,Vaughn Grissom,22,ATL,NL,80,-2,-1,0,-7,1,-10,-1.0,3,-7,-0.7,.458,.494,0.0,-0.6,0,6/4H,,grissva01
727,Jordyn Adams,23,LAA,AL,40,-6,-1,0,-1,0,-8,-0.8,1,-7,-0.7,.450,.495,-0.6,-0.1,-6,/98H7,,adamsjo03
728,AJ Pollock,35,2TM,2LG,144,-9,-2,0,2,-3,-12,-1.2,5,-7,-0.7,.478,.495,-0.9,-0.1,-9,7DH/89,,polloaj01
729,Jesse Winker*,29,MIL,NL,197,-8,-1,0,0,-5,-13,-1.4,7,-7,-0.7,.478,.492,-0.7,-0.5,-6,DH/97,,winkeje01
730,Starling Marte,34,NYM,NL,341,-11,3,0,-7,-2,-18,-1.8,12,-6,-0.7,.479,.489,0.0,-1.0,1,9/H8,,martest01
731,Lenyn Sosa,23,CHW,AL,173,-10,-1,0,-3,2,-13,-1.3,6,-7,-0.7,.475,.492,-0.4,-0.1,-4,45/H,,sosale01
732,Tomás Nido,29,NYM,NL,61,-10,0,0,0,1,-9,-0.9,2,-7,-0.7,.458,.494,-0.7,0.1,-7,2/H,,nidoto01
733,Kolten Wong*,32,2TM,2LG,250,-16,0,1,-2,2,-15,-1.6,9,-7,-0.7,.482,.492,-0.6,0.0,-5,4H/D,,wongko01
734,Juan Yepez,25,STL,NL,65,-5,-1,0,-2,-1,-9,-1.0,2,-7,-0.8,.466,.494,-0.6,-0.3,-5,DH/79,,yepezju01
735,Giancarlo Stanton,33,NYY,AL,415,-8,-2,-1,-3,-7,-21,-2.1,14,-7,-0.8,.479,.487,-0.5,-1.0,-4,D9/H7,,stantmi03
736,Jacob Stallings,33,MIA,NL,276,-17,-3,0,0,5,-15,-1.6,9,-6,-0.8,.482,.490,-0.8,0.5,-6,2/1DH,,stallja01
737,Pavin Smith*,27,ARI,NL,228,-5,0,0,-6,-4,-15,-1.6,8,-8,-0.8,.478,.490,-0.2,-1.0,-2,D9H3,,smithpa04
738,Eric Haase,30,2TM,AL,293,-19,-1,-1,1,3,-18,-1.8,10,-8,-0.8,.480,.490,-1.0,0.4,-8,27H/D9,,haaseer01
739,Danny Mendick,29,NYM,NL,69,-6,-1,0,-4,0,-10,-1.1,2,-8,-0.9,.468,.494,-0.5,-0.4,-4,4/5H7D1,,mendida01
740,Jared Walsh*,29,LAA,AL,116,-10,-1,0,0,-2,-12,-1.3,4,-8,-0.9,.467,.492,-0.9,-0.2,-8,3/9HD,,walshja01
741,Jake Bauers*,27,NYY,AL,272,-5,-2,1,-9,-3,-18,-1.8,9,-9,-0.9,.478,.489,0.0,-1.2,0,973H/D,,bauerja01
742,Kris Bryant,31,COL,NL,335,-6,-1,-1,-8,-4,-20,-2.1,11,-9,-1.0,.474,.487,-0.2,-1.2,-1,9D/37H,,bryankr01
743,Mark Vientos,23,NYM,NL,233,-9,-1,0,-3,-3,-17,-1.8,8,-9,-1.0,.473,.489,-0.7,-0.7,-6,D53/H,,vientma01
744,Aledmys Díaz,32,OAK,AL,344,-12,-1,-2,-8,2,-21,-2.2,12,-10,-1.0,.480,.487,-0.2,-0.6,-1,56H743/D,,diazal02
745,Austin Barnes,33,LAD,NL,200,-16,-1,0,-3,4,-17,-1.7,7,-10,-1.0,.471,.490,-0.7,0.1,-7,2/H4D,,barneau01
746,Eduardo Escobar#,34,2TM,2LG,309,-12,-2,1,-8,1,-20,-2.0,11,-9,-1.0,.479,.493,-0.3,-0.7,-1,54H/D316,,escobed01
747,Austin Hedges,30,2TM,2LG,212,-20,0,-1,0,4,-17,-1.8,7,-10,-1.1,.478,.492,-1.1,0.4,-10,2/1DH,,hedgeau01
748,Trey Mancini,31,CHC,NL,263,-9,-1,-1,-4,-5,-19,-2.0,9,-10,-1.1,.475,.488,-0.7,-0.9,-6,3DH/9,,mancitr01
749,Tyler Soderstrom*,21,OAK,AL,138,-11,0,-1,-2,-1,-15,-1.6,5,-11,-1.1,.464,.490,-0.9,-0.3,-9,D23/H,,soderty01
750,Cam Gallagher,30,CLE,AL,149,-22,-1,0,4,3,-16,-1.6,5,-11,-1.1,.471,.490,-1.6,0.8,-15,2,,gallaca01
751,Tony Kemp*,31,OAK,AL,419,-12,0,0,-12,-1,-26,-2.6,14,-11,-1.2,.479,.484,0.0,-1.3,1,74H/D,,kempto01
752,Jordan Diaz,22,OAK,AL,293,-8,-2,-2,-10,0,-22,-2.2,10,-12,-1.2,.476,.486,-0.2,-1.0,-2,54D/H3,,diazjo03
753,Jurickson Profar#,30,2TM,NL,521,-14,0,-1,-9,-5,-29,-2.9,18,-11,-1.2,.477,.483,-0.3,-1.4,-2,7DH/394,,profaju01
754,Brandon Crawford*,36,SFG,NL,320,-15,0,1,-14,5,-22,-2.3,11,-12,-1.3,.476,.486,0.2,-0.9,3,6/H1,,crawfbr01
755,Nick Maton*,26,DET,AL,293,-12,-1,0,-10,1,-22,-2.3,10,-12,-1.3,.476,.486,-0.3,-0.9,-2,54HD/6,,matonni01
756,Nick Pratto*,24,KCR,AL,345,-9,-1,1,-10,-5,-24,-2.5,12,-13,-1.3,.474,.485,-0.3,-1.5,-3,37/H9,,prattni01
757,Harold Castro*,29,COL,NL,270,-17,-2,0,-5,2,-22,-2.2,9,-13,-1.4,.478,.486,-0.9,-0.3,-7,4H8/769D15,,castrha01
758,Oscar González,25,CLE,AL,180,-10,0,1,-7,-3,-20,-2.0,6,-13,-1.4,.463,.488,-0.7,-1.0,-6,9D/H7,,gonzaos01
759,Michael Toglia#,24,COL,NL,152,-14,-1,0,-2,-2,-19,-1.9,5,-14,-1.5,.457,.488,-1.3,-0.4,-12,39/H7D,,toglimi01
760,Gavin Sheets*,27,CHW,AL,344,-16,-1,1,-5,-5,-25,-2.6,12,-14,-1.5,.478,.484,-1.0,-1.0,-9,9H3D/7,,sheetga01
761,Oswaldo Cabrera#,24,NYY,AL,330,-19,2,0,-4,-3,-25,-2.5,11,-14,-1.5,.478,.484,-1.1,-0.7,-10,795H/46D38,,cabreos01
762,Oscar Colás*,24,CHW,AL,263,-16,0,1,-5,-2,-23,-2.3,9,-14,-1.5,.469,.486,-1.0,-0.7,-9,9/8HD,,colasos01
763,Henry Davis,23,PIT,NL,255,-8,-4,0,-9,-2,-23,-2.3,9,-14,-1.5,.463,.486,-0.6,-1.2,-5,9D/2H,,davishe01
764,Tim Anderson,30,CHW,AL,524,-27,2,-1,-15,7,-34,-3.5,18,-17,-1.8,.471,.478,-0.3,-0.8,-2,*6/H4,,anderti01
765,Jean Segura,33,MIA,NL,326,-23,-1,0,-9,2,-31,-3.1,11,-20,-2.1,.463,.481,-1.2,-0.7,-11,5/H,,segurje01
